"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030574","collagen catabolic process","5/21","45/18805",0.111111111111111,99.4973544973545,22.1184726776409,1.23379579088371e-09,6.85990459731343e-07,5.1040183770242e-07,"MMP3/MMP10/MMP1/MMP12/MMP13",5
"GO:0022617","extracellular matrix disassembly","5/21","65/18805",0.0769230769230769,68.8827838827839,18.3304133493021,8.22359678245444e-09,2.28615990552234e-06,1.70098607131821e-06,"MMP3/MMP10/MMP1/MMP12/MMP13",5
"GO:0032963","collagen metabolic process","5/21","112/18805",0.0446428571428571,39.9766156462585,13.8329358738606,1.29175000159971e-07,2.39404333629814e-05,1.78125526536382e-05,"MMP3/MMP10/MMP1/MMP12/MMP13",5
"GO:0022411","cellular component disassembly","6/21","456/18805",0.0131578947368421,11.7825814536341,7.79362844684422,7.83414687928463e-06,0.00108894641622056,0.000810215716726016,"MMP3/MMP10/MMP1/MMP12/MMP13/MAP1B",6
"GO:0030198","extracellular matrix organization","5/21","339/18805",0.0147492625368732,13.2076134288524,7.58376611180526,2.96618964937826e-05,0.00242327972292051,0.00180300819974964,"MMP3/MMP10/MMP1/MMP12/MMP13",5
"GO:0043062","extracellular structure organization","5/21","340/18805",0.0147058823529412,13.1687675070028,7.57098045536106,3.00830845157637e-05,0.00242327972292051,0.00180300819974964,"MMP3/MMP10/MMP1/MMP12/MMP13",5
"GO:0045229","external encapsulating structure organization","5/21","341/18805",0.0146627565982405,13.130149420472,7.5582486155703,3.05089173748985e-05,0.00242327972292051,0.00180300819974964,"MMP3/MMP10/MMP1/MMP12/MMP13",5
"GO:1904645","response to amyloid-beta","3/21","58/18805",0.0517241379310345,46.3177339901478,11.5573169006765,3.55989946528673e-05,0.00247413012837428,0.00184084274981274,"MMP3/MMP12/MMP13",3
"GO:0071492","cellular response to UV-A","2/21","11/18805",0.181818181818182,162.813852813853,17.949119905598,6.49314218589639e-05,0.00401131895039821,0.00298456711000852,"MMP3/MMP1",2
"GO:0031424","keratinization","3/21","83/18805",0.036144578313253,32.3666092943201,9.57571537804254,0.000104118616657778,0.00541923679666727,0.00403210916525982,"SPRR1A/KRT81/SPRR1B",3
"GO:0070141","response to UV-A","2/21","14/18805",0.142857142857143,127.925170068027,15.8846464999941,0.000107215116480827,0.00541923679666727,0.00403210916525982,"MMP3/MMP1",2
"GO:0003417","growth plate cartilage development","2/21","19/18805",0.105263157894737,94.2606516290727,13.5987445572162,0.000200792896412378,0.00930340420044018,0.00692207090263724,"STC1/MMP13",2
"GO:0018149","peptide cross-linking","2/21","22/18805",0.0909090909090909,81.4069264069264,12.6172018605034,0.00027069917606839,0.0115775955303096,0.00861415191861353,"SPRR1A/SPRR1B",2
"GO:0003416","endochondral bone growth","2/21","28/18805",0.0714285714285714,63.9625850340136,11.1478005965298,0.000441176680351567,0.0175210167339622,0.0130362733367042,"STC1/MMP13",2
"GO:0098868","bone growth","2/21","31/18805",0.0645161290322581,57.7726574500768,10.5774843739321,0.000541622598718816,0.0200761443258441,0.0149373811436137,"STC1/MMP13",2
"GO:0060351","cartilage development involved in endochondral bone morphogenesis","2/21","33/18805",0.0606060606060606,54.2712842712843,10.2408402842129,0.000614176500540852,0.0213426333937946,0.0158796950468786,"STC1/MMP13",2
"GO:0008544","epidermis development","4/21","395/18805",0.010126582278481,9.06811332127788,5.41856605375938,0.000864346330612692,0.0282692094012151,0.0210333193765194,"SPRR1A/KRT81/SPRR1B/CST6",4
"GO:0030216","keratinocyte differentiation","3/21","177/18805",0.0169491525423729,15.1775625504439,6.3364471865288,0.000962446262868054,0.0297288956752577,0.0221193790238097,"SPRR1A/KRT81/SPRR1B",3
"GO:0001959","regulation of cytokine-mediated signaling pathway","3/21","189/18805",0.0158730158730159,14.2139077853364,6.10463521346982,0.00116298726860258,0.0340326800706859,0.0253215510560007,"IL1R2/MMP12/CD24",3
"GO:0060759","regulation of response to cytokine stimulus","3/21","201/18805",0.0149253731343284,13.365316275764,5.89305943459128,0.0013882074926297,0.0385921682951057,0.0287139760317617,"IL1R2/MMP12/CD24",3
"GO:0031334","positive regulation of protein-containing complex assembly","3/21","205/18805",0.0146341463414634,13.1045296167247,5.82651816326002,0.00146895757821783,0.0388924006423388,0.0289373598115091,"MMP3/MMP1/MAP1B",3
